cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2020-8193,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-21,"Improper access control in Citrix ADC and Citrix Gateway versions before 13.0-58.30, 12.1-57.18, 12.0-63.21, 11.1-64.14 and 10.5-70.18 and Citrix SDWAN WAN-OP versions before 11.1.1a, 11.0.3d and 10.2.7 allows unauthenticated access to certain URL endpoints.",Apply updates per vendor instructions.,03-05-22,10-07-20,6.5,CWE-862,NETWORK,LOW,MEDIUM,2
CVE-2020-8195,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-21,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP",Apply updates per vendor instructions.,03-05-22,10-07-20,6.5,CWE-20,NETWORK,LOW,MEDIUM,2
CVE-2020-8196,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-21,"Improper access control in Citrix ADC and Citrix Gateway versions before 13.0-58.30, 12.1-57.18, 12.0-63.21, 11.1-64.14 and 10.5-70.18 and Citrix SDWAN WAN-OP versions before 11.1.1a, 11.0.3d and 10.2.7 resulting in limited information disclosure to low privileged users.",Apply updates per vendor instructions.,03-05-22,10-07-20,4.3,CWE-862,NETWORK,LOW,MEDIUM,2
CVE-2019-19781,citrix,Application Delivery Controller (ADC) and Gateway,Citrix Application Delivery Controller and Citrix Gateway Vulnerability,03-11-21,"Issue in Citrix Application Delivery Controller (ADC) and Gateway 10.5, 11.1, 12.0, 12.1, and 13.0 allowing Directory Traversal.",Apply updates per vendor instructions.,03-05-22,27-12-19,9.8,CWE-22,NETWORK,LOW,CRITICAL,1
CVE-2019-11634,citrix,Workspace (for Windows),Citrix Workspace (for Windows) Prior to 1904 Improper Access Control,03-11-21,Citrix Workspace app and Receiver for Windows prior to version 1904 contains an incorrect access control vulnerability which allows for code execution.,Apply updates per vendor instructions.,03-05-22,22-05-19,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2020-29557,d-link,DIR-825 R1,D-Link DIR-825 R1 Through 3.0.1 Before 11/2020 Buffer Overflow,03-11-21,D-Link DIR-825 R1 devices through 3.0.1 before 2020-11-20 contain a vulnerability in the web interface allowing for remote code execution.,Apply updates per vendor instructions.,03-05-22,29-01-21,9.8,CWE-120,NETWORK,LOW,CRITICAL,1
CVE-2020-25506,d-link,DNS-320,D-Link DNS-320 Command Injection Remote Code Execution Vulnerability,03-11-21,"D-Link DNS-320 FW v2.06B01 Revision Ax is affected by command injection in the system_mgr.cgi component, which can lead to remote arbitrary code execution.",Apply updates per vendor instructions.,03-05-22,02-02-21,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-15811,dnn,DotNetNuke (DNN),DotNetNuke 9.2-9.2.2 Encryption Algorithm Vulnerability,03-11-21,DNN (aka DotNetNuke) 9.2 through 9.2.1 uses a weak encryption algorithm to protect input parameters.,Apply updates per vendor instructions.,03-05-22,03-07-19,7.5,CWE-326,NETWORK,LOW,HIGH,0
CVE-2018-18325,dnn,DotNetNuke (DNN),DotNetNuke 9.2-9.2.2 Encryption Algorithm Vulnerability,03-11-21,DNN (aka DotNetNuke) 9.2 through 9.2.2 uses a weak encryption algorithm to protect input parameters. NOTE: this issue exists because of an incomplete fix for CVE-2018-15811.,Apply updates per vendor instructions.,03-05-22,03-07-19,7.5,CWE-326,NETWORK,LOW,HIGH,0
CVE-2017-9822,dnn,DotNetNuke (DNN),DotNetNuke before 9.1.1 Remote Code Execution Vulnerability,03-11-21,"DNN (aka DotNetNuke) before 9.1.1 has Remote Code Execution via a cookie, aka ""2017-08 (Critical) Possible remote code execution on DNN sites.""",Apply updates per vendor instructions.,03-05-22,20-07-17,8.8,CWE-20,NETWORK,LOW,HIGH,0
CVE-2019-15752,docker,Desktop Community Edition,Docker Desktop Community Edition Privilege Escalation Vulnerability,03-11-21,"Docker Desktop Community Edition before 2.1.0.1 allows local users to gain privileges by placing a Trojan horse docker-credential-wincred.exe file in %PROGRAMDATA%\DockerDesktop\version-bin\ as a low-privilege user, and then waiting for an admin or service user to authenticate with Docker, restart Docker, or run 'docker login' to force the command.",Apply updates per vendor instructions.,03-05-22,28-08-19,7.8,CWE-732,LOCAL,LOW,HIGH,0
CVE-2020-8515,draytek,Vigor Router(s),DrayTek Vigor Router Vulnerability,03-11-21,"DrayTek Vigor2960 1.3.1_Beta, Vigor3900 1.4.4_Beta, and Vigor300B 1.3.3_Beta, 1.4.2.1_Beta, and 1.4.4_Beta devices allow remote code execution as root (without authentication) via shell metacharacters to the cgi-bin/mainfunction.cgi URI.",Apply updates per vendor instructions.,03-05-22,01-02-20,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-7600,drupal,Drupal,Drupal module configuration vulnerability,03-11-21,"Drupal before 7.58, 8.x before 8.3.9, 8.4.x before 8.4.6, and 8.5.x before 8.5.1 allows remote attackers to execute arbitrary code because of an issue affecting multiple subsystems with default or common module configurations.",Apply updates per vendor instructions.,03-05-22,29-03-18,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2021-22205,exiftool,ExifTool,GitLab Community and Enterprise Editions From 11.9 Remote Code Execution Vulnerability,03-11-21,Anyone with the ability to upload an image that goes through the GitLab Workhorse could achieve Remote Code Execution via a specially crafted file.,Apply updates per vendor instructions.,17-11-21,23-04-21,10.0,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2018-6789,exim,Exim,Exim Buffer Overflow Vulnerability,03-11-21,"Issue in the base64d function in the SMTP listener in Exim before 4.90.1. By sending a handcrafted message, a buffer overflow may happen. This can be used to execute code remotely.",Apply updates per vendor instructions.,03-05-22,08-02-18,9.8,CWE-119,NETWORK,LOW,CRITICAL,1
CVE-2020-8657,eyesofnetwork,EyesOfNetwork,EyesOfNetwork 5.3 Insufficient Credential Protection,03-11-21,"Issue in EyesOfNetwork 5.3. The installation uses the same API key (hardcoded as EONAPI_KEY in include/api_functions.php for API version 2.4.2) by default for all installations, hence allowing an attacker to calculate/guess the admin access token.",Apply updates per vendor instructions.,03-05-22,06-02-20,9.8,CWE-798,NETWORK,LOW,CRITICAL,1
CVE-2020-8655,eyesofnetwork,EyesOfNetwork,EyesOfNetwork 5.3 Privilege Escalation Vulnerability,03-11-21,"Issue in EyesOfNetwork 5.3. The sudoers configuration is prone to a privilege escalation vulnerability, allowing the apache user to run arbitrary commands as root via a crafted NSE script for nmap 7.",Apply updates per vendor instructions.,03-05-22,07-02-20,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2020-5902,f5,BIG-IP,F5 BIG-IP Traffic Management User Interface Remote Code Execution Vulnerability,03-11-21,"In BIG-IP versions 15.0.0-15.1.0.3, 14.1.0-14.1.2.5, 13.1.0-13.1.3.3, 12.1.0-12.1.5.1, and 11.6.1-11.6.5.1, the Traffic Management User Interface (TMUI), also referred to as the Configuration utility, has a Remote Code Execution (RCE) vulnerability in undisclosed pages.",Apply updates per vendor instructions.,03-05-22,01-07-20,9.8,"CWE-22,CWE-829",NETWORK,LOW,CRITICAL,1
CVE-2021-22986,f5,BIG-IP,F5 iControl REST unauthenticated Remote Code Execution Vulnerability,03-11-21,The iControl REST interface has an unauthenticated remote command execution vulnerability.,Apply updates per vendor instructions.,17-11-21,31-03-21,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2021-35464,forgerock,Access Management server,ForgeRock Access Management Remote Code Execution Vulnerability,03-11-21,"ForgeRock AM server before 7.0 has a Java deserialization vulnerability in the jato.pageSession parameter on multiple pages. The exploitation does not require authentication, and remote code execution can be triggered by sending a single crafted /ccversion/* request to the server.",Apply updates per vendor instructions.,17-11-21,22-07-21,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2019-5591,fortinet,FortiOS,Fortinet FortiOS Default Configuration Vulnerability,03-11-21,A Default Configuration vulnerability in FortiOS may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the LDAP server.,Apply updates per vendor instructions.,03-05-22,14-08-20,6.5,CWE-306,ADJACENT_NETWORK,LOW,MEDIUM,2
CVE-2020-12812,fortinet,FortiOS,Fortinet FortiOS SSL VPN 2FA Authentication Vulnerability,03-11-21,"An improper authentication vulnerability in SSL VPN in FortiOS 6.4.0, 6.2.0 to 6.2.3, 6.0.9 and below may result in a user being able to log in successfully without being prompted for the second factor of authentication (FortiToken) if they changed the case of their username.",Apply updates per vendor instructions.,03-05-22,24-07-20,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2018-13379,fortinet,FortiOS,Fortinet FortiOS SSL VPN credential exposure vulnerability,03-11-21,"An Improper Limitation of a Pathname to a Restricted Directory (""Path Traversal"") in Fortinet FortiOS 6.0.0 to 6.0.4, 5.6.3 to 5.6.7 and 5.4.6 to 5.4.12 and FortiProxy 2.0.0, 1.2.0 to 1.2.8, 1.1.0 to 1.1.6, 1.0.0 to 1.0.7 under SSL VPN web portal allows an unauthenticated attacker to download system files via special crafted HTTP resource requests.",Apply updates per vendor instructions.,03-05-22,04-06-19,9.8,CWE-22,NETWORK,LOW,CRITICAL,1
CVE-2020-16010,google,Chrome for Android,Google Chrome for Android Heap Overflow Vulnerability,03-11-21,Heap buffer overflow in UI in Google Chrome on Android prior to 86.0.4240.185 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,Apply updates per vendor instructions.,03-05-22,03-11-20,8.8,CWE-787,NETWORK,LOW,HIGH,0
CVE-2020-15999,google,Chrome,Google Chrome FreeType Memory Corruption,03-11-21,Heap buffer overflow in Freetype in Google Chrome prior to 86.0.4240.111 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,17-11-21,03-11-20,6.5,CWE-787,NETWORK,LOW,MEDIUM,2
CVE-2021-21166,google,Chrome,Google Chrome Heap Buffer Overflow in WebAudio Vulnerability,03-11-21,Data race in audio in Google Chrome prior to 89.0.4389.72 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,17-11-21,09-03-21,8.8,CWE-119,NETWORK,LOW,HIGH,0
CVE-2020-16017,google,Chrome,Google Chrome Site Isolation Component Use-After-Free Remote Code Execution vulnerability,03-11-21,Use after free in site isolation in Google Chrome prior to 86.0.4240.198 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,Apply updates per vendor instructions.,03-05-22,08-01-21,9.6,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2021-37976,google,Chrome,Google Chrome Information Leakage,03-11-21,Information disclosure in Google Chrome that exists due to excessive data output in core.,Apply updates per vendor instructions.,17-11-21,08-10-21,6.5,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,2
CVE-2020-16009,google,Chromium V8 Engine,Chromium V8 Implementation Vulnerability,03-11-21,Inappropriate implementation in V8 in Google Chrome prior to 86.0.4240.183 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,03-05-22,03-11-20,8.8,"CWE-787,CWE-843",NETWORK,LOW,HIGH,0
CVE-2021-30632,google,Chrome,Google Chrome Out-of-bounds write,03-11-21,Google Chrome out-of-bounds write that allows to execute arbitrary code on the target system.,Apply updates per vendor instructions.,17-11-21,08-10-21,8.8,CWE-787,NETWORK,LOW,HIGH,0
CVE-2020-16013,google,Chromium V8 Engine,Chromium V8 Incorrect Implementation Vulnerabililty,03-11-21,Inappropriate implementation in V8 in Google Chrome prior to 86.0.4240.198 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,03-05-22,08-01-21,8.8,CWE-787,NETWORK,LOW,HIGH,0
CVE-2021-30633,google,Chrome,Google Chrome Use-After-Free Vulnerability,03-11-21,Google Chrome Use-After-Free vulnerability,Apply updates per vendor instructions.,17-11-21,08-10-21,9.6,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2021-21148,google,Chromium V8 Engine,Chromium V8 JavaScript Rendering Engine Heap Buffer Overflow Vulnerability,03-11-21,Heap buffer overflow in V8 in Google Chrome prior to 88.0.4324.150 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,17-11-21,09-02-21,8.8,CWE-787,NETWORK,LOW,HIGH,0
CVE-2021-37973,google,Chrome,Google Chrome Use-After-Free Vulnerability,03-11-21,"Use-after-free weakness in Portals, Google's new web page navigation system for Chrome. Successful exploitation can let attackers to execute code.",Apply updates per vendor instructions.,17-11-21,08-10-21,9.6,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2021-30551,google,Chromium V8 Engine,Chromium V8 Type Confusion Vulnerability,03-11-21,Type confusion in V8 in Google Chrome prior to 91.0.4472.101 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,17-11-21,15-06-21,8.8,CWE-843,NETWORK,LOW,HIGH,0
